id,hotel_name,hotel_rating,hotel_experience,amenities,address,country,price,latitude,longitude
1137,C&N Backpackers-Ucluelet,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Non-smoking rooms']",2081 Peninsula Road Ucluelet British Columbia,Canada,80.0,48.9468151,-125.5640176
1164,Shallow Bay Motel & Cabins,4.0,Very good,"['Pool', 'Free parking', 'Restaurant', 'Bar/Lounge', 'Free High Speed Internet (WiFi)', 'Fitness Centre with Gym / Workout Room', 'Heated pool', 'Hot Tub', 'Meeting rooms', 'Non-smoking hotel', 'Outdoor pool', 'Pets Allowed ( Dog / Pet Friendly )', 'Sauna', 'Wheelchair Access', 'Air conditioning', 'Refrigerator in room', 'Kitchenette', 'Non-smoking rooms', 'Suites']",193 Main Street Newfoundland and Labrador,Canada,110.0,48.9486339,-55.6641463
1166,Bonne Bay Cottages,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Hot Tub', 'Multilingual Staff', 'Non-smoking hotel', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",Viking Trail 2 Route 430 Newfoundland and Labrador,Canada,199.0,53.8217327,-61.2295532
1167,Bambury’s Hillside Chalets,5.0,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Refrigerator in room', 'Kitchenette']",41-45 Old Cove Road Newfoundland and ,Canada,170.0,49.5789867,-57.9178815
1233,Hochelaga Inn,4.0,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Non-smoking hotel', 'Public Wifi', 'Air conditioning', 'Family Rooms', 'Non-smoking rooms']",24 Sydenham St Kingston Ontario,Canada,136.0,44.2284985,-76.4885418426606
1234,Delta Hotels by Marriott Kingston Waterfront,4.0,Very good,"['Pool', 'Restaurant', 'Fitness Centre with Gym / Workout Room', 'Free High Speed Internet (WiFi)', 'Room service', 'Bar/Lounge', 'Banquet Room', 'Business Centre with Internet Access', 'Conference Facilities', 'Dry Cleaning', 'Heated pool', 'Indoor pool', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Wheelchair Access', 'Air conditioning', 'Refrigerator in room', 'Accessible rooms', 'Non-smoking rooms', 'Suites']",1 Johnson St Kingston Ontario,Canada,188.0,44.2278065,-76.4796930314934
1238,Residence Inn Kingston Water's Edge,4.5,Excellent,"['Pool', 'Free High Speed Internet (WiFi)', 'Fitness Centre with Gym / Workout Room', 'Breakfast included', 'Banquet Room', 'Business Centre with Internet Access', 'Conference Facilities', 'Dry Cleaning', 'Heated pool', 'Hot Tub', 'Indoor pool', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Sauna', 'Self-Serve Laundry', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",7 Earl St Kingston Ontario,Canada,144.0,44.2296838,-76.5015344
1239,Lord Nelson Motel,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Multilingual Staff', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Non-smoking rooms']",1664 Highway 15 Kingston Ontario,Canada,69.0,44.286008,-76.4328077755616
1242,Green Woods Inn,5.0,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Electric vehicle charging station', 'Non-smoking hotel', 'Air conditioning', 'Family Rooms', 'Non-smoking rooms']",1368 Highway 15 Kingston Ontario,Canada,165.0,44.2757347130441,-76.443940957083
1243,Secret Garden Bed & Breakfast Inn,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Non-smoking hotel', 'Public Wifi', 'Air conditioning', 'Family Rooms', 'Non-smoking rooms']",73 Sydenham St Kingston Ontario,Canada,175.0,44.2297406,-76.4878059
1245,Thriftlodge Kingston,3.0,Average,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Banquet Room', 'Breakfast Available', 'Conference Facilities', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Public Wifi', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Non-smoking rooms', 'Suites']",1187 Princess St Kingston Ontario,Canada,87.0,44.2461107222222,-76.5218200277778
1251,Motel 6 Kingston,4.0,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Laundry Service', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Self-Serve Laundry', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Accessible rooms', 'Non-smoking rooms']",1542 Robinson Crt Kingston Ontario,Canada,95.0,44.2824725,-76.566175144
1252,Howard Johnson by Wyndham Kingston,3.0,Average,"['Free parking', 'Pool', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Kids pool', 'Non-smoking hotel', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Family Rooms', 'Non-smoking rooms']",686 Princess St Kingston Ontario,Canada,76.0,44.237522,-76.5037709639794
1254,Ramada by Wyndham Kingston Hotel and Conference Centre,3.0,Average,"['Restaurant', 'Pool', 'Free High Speed Internet (WiFi)', 'Fitness Centre with Gym / Workout Room', 'Bar/Lounge', 'Banquet Room', 'Business Centre with Internet Access', 'Conference Facilities', 'Heated pool', 'Indoor pool', 'Meeting rooms', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Self-Serve Laundry', 'Wheelchair Access', 'Air conditioning', 'Refrigerator in room', 'Family Rooms', 'Non-smoking rooms']",33 Benson St Kingston Ontario,Canada,110.0,44.2675755,-76.4957293590731
1255,Donald Gordon Conference Centre,4.0,Very good,"['Free parking', 'Restaurant', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Fitness Centre with Gym / Workout Room', 'Banquet Room', 'Business Centre with Internet Access', 'Concierge', 'Conference Facilities', 'Dry Cleaning', 'Laundry Service', 'Meeting rooms', 'Non-smoking hotel', 'Public Wifi', 'Wheelchair Access', 'Air conditioning', 'Accessible rooms', 'Non-smoking rooms']",421 Union St W Kingston Ontario,Canada,139.0,44.2246394,-76.50989
1258,Hotel Belvedere,4.0,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Golf Course', 'Non-smoking hotel', 'Public Wifi', 'Air conditioning', 'Non-smoking rooms']",141 King St E Kingston Ontario,Canada,129.0,44.22531315625,-76.4856332875
1259,The Queen's Inn,3.5,Very good,"['Restaurant', 'Bar/Lounge', 'Free High Speed Internet (WiFi)', 'Golf Course', 'Non-smoking hotel', 'Air conditioning', 'Non-smoking rooms']",125 Brock St Kingston Ontario,Canada,134.0,44.2309013,-76.4838056
1263,Knights Inn Kingston,3.0,Average,"['Free parking', 'Free High Speed Internet (WiFi)', 'Pets Allowed ( Dog / Pet Friendly )', 'Wheelchair Access', 'Air conditioning', 'Non-smoking rooms']",1155 Princess St Kingston Ontario,Canada,69.0,44.2458257,-76.5202001
1264,Kingston Motel East,3.0,Average,"['Free parking', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms']",1488 Highway 15 Kingston Ontario,Canada,69.0,44.2802309148263,-76.4388762453408
1268,Welcome Traveller Motel,2.5,Average,"['Free parking', 'Free High Speed Internet (WiFi)', 'Babysitting', 'Children Activities (Kid / Family Friendly)', 'Hot Tub', 'Laundry Service', 'Non-smoking hotel', 'Public Wifi', 'Air conditioning', 'Refrigerator in room', 'Non-smoking rooms']",3100 Princess St Kingston Ontario,Canada,67.0,44.2625305,-76.5983193918701
1288,Hotel-Motel Castel de la Mer,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Golf Course', 'Non-smoking hotel', 'Public Wifi', 'Air conditioning', 'Refrigerator in room', 'Accessible rooms', 'Kitchenette', 'Non-smoking rooms']",1125 Richelieu La Malbaie Quebec,Canada,90.0,47.6359913,-70.1434782
1293,Gite Bellevue,4.5,Excellent,"['Free Internet', 'Free parking', 'Golf Course', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )']",255 Cote Bellevue La Malbaie Quebec,Canada,85.0,47.6240101709983,-70.1505381869195
1299,Petit Hotel Amara,4.0,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Restaurant', 'Non-smoking hotel', 'Public Wifi', 'Air conditioning', 'Refrigerator in room', 'Non-smoking rooms']",905 Richelieu La Malbaie Quebec,Canada,81.0,47.6340577940417,-70.143127353492
1300,Motel Le Point de Vue,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Children Activities (Kid / Family Friendly)', 'Electric vehicle charging station', 'Golf Course', 'Non-smoking hotel', 'Public Wifi', 'Air conditioning', 'Refrigerator in room', 'Non-smoking rooms']",109 La Malbaie Quebec,Canada,69.0,47.657525,-70.153885
1301,Motel Le Riviera,3.5,Very good,"['Pool', 'Room service', 'Free parking', 'Restaurant', 'Free High Speed Internet (WiFi)', 'Bar/Lounge', 'Breakfast Available', 'Golf Course', 'Heated pool', 'Hot Tub', 'Non-smoking hotel', 'Outdoor pool', 'Pets Allowed ( Dog / Pet Friendly )', 'Tennis Court', 'Wheelchair Access', 'Air conditioning', 'Refrigerator in room', 'Accessible rooms', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms']",1510 boulevard De Comporte La Malbaie Quebec,Canada,69.0,47.6608304662767,-70.156069634464
1302,Auberge La Mansarde,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Non-smoking hotel', 'Public Wifi', 'Non-smoking rooms']",187 rue Saint Raphael La Malbaie Quebec,Canada,105.0,47.6599525506334,-70.1111675386352
1307,Maison Dufour & Bouchard,5.0,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Golf Course', 'Hot Tub', 'Non-smoking hotel', 'Air conditioning']",1-18 Laure-Conan St La Malbaie Quebec,Canada,90.0,52.4760892,-71.8258668
1341,Estrimont Suites & Spa,4.0,Very good,"['Pool', 'Free parking', 'Restaurant', 'Room service', 'Fitness Centre with Gym / Workout Room', 'Bar/Lounge', 'Spa', 'Free High Speed Internet (WiFi)', 'Banquet Room', 'Business Centre with Internet Access', 'Concierge', 'Conference Facilities', 'Dry Cleaning', 'Heated pool', 'Hot Tub', 'Indoor pool', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Outdoor pool', 'Sauna', 'Tennis Court', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Accessible rooms', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",4 Quebec,Canada,125.0,33.5739670208333,-117.734200354167
1342,Espace 4 Saisons,4.5,Excellent,"['Free parking', 'Restaurant', 'Bar/Lounge', 'Free High Speed Internet (WiFi)', 'Room service', 'Fitness Centre with Gym / Workout Room', 'Banquet Room', 'Business Centre with Internet Access', 'Concierge', 'Conference Facilities', 'Heated pool', 'Indoor pool', 'Laundry Service', 'Meeting rooms', 'Public Wifi', 'Wheelchair Access', 'Air conditioning', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",4940 Chemin du Parc Quebec,Canada,109.0,48.4591366,-79.0077488
1351,Au Coeur De Magog,5.0,Excellent,"['Free High Speed Internet (WiFi)', 'Breakfast included', 'Free parking', 'Golf Course', 'Hot Tub', 'Non-smoking hotel', 'Air conditioning', 'Refrigerator in room', 'Non-smoking rooms', 'Suites']",120 Merry Nord Magog Quebec,Canada,98.0,45.2760896,-72.1543772
1353,Au Gite du Cerf Argente,5.0,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Spa', 'Heated pool', 'Hot Tub', 'Non-smoking hotel', 'Outdoor pool', 'Air conditioning', 'Refrigerator in room', 'Family Rooms', 'Non-smoking rooms']",2984 Georgeville Rd Magog Quebec,Canada,101.0,52.4760892,-71.8258668
1354,Amour et Amitie B&B,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Non-smoking hotel', 'Public Wifi', 'Air conditioning', 'Family Rooms', 'Non-smoking rooms', 'Suites']",30 rue Hatley Magog Quebec,Canada,88.0,45.2641844,-72.1554446
1355,Gite Ici et Maintenant,5.0,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Laundry Service', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Air conditioning', 'Family Rooms', 'Non-smoking rooms', 'Suites']",12 Magog Quebec,Canada,89.0,45.265463,-72.147903
1357,A Tout Venant B&B et Massotherapie,5.0,Excellent,"['Free parking', 'Pool', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Room service', 'Spa', 'Children Activities (Kid / Family Friendly)', 'Concierge', 'Hot Tub', 'Meeting rooms', 'Non-smoking hotel', 'Outdoor pool', 'Shuttle Bus Service', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms']",20 rue Bellevue Magog Quebec,Canada,99.0,45.2636836,-72.1552668
1362,A L'Ancestrale B & B,4.5,Excellent,"['Free parking', 'Spa', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Breakfast Available', 'Concierge', 'Multilingual Staff', 'Non-smoking hotel', 'Public Wifi', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Accessible rooms', 'Family Rooms', 'Non-smoking rooms', 'Suites']",200 Abbott Magog Quebec,Canada,109.0,45.2677694,-72.1541377
1363,Au Cafe Creme and Spa,4.5,Excellent,"['Free parking', 'Spa', 'Free High Speed Internet (WiFi)', 'Hot Tub', 'Non-smoking hotel', 'Air conditioning', 'Non-smoking rooms']",23 Magog Quebec,Canada,125.0,45.265463,-72.147903
1366,Auberge Les Pignons Verts,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Restaurant', 'Golf Course', 'Non-smoking hotel', 'Public Wifi', 'Air conditioning', 'Family Rooms', 'Non-smoking rooms']",2158 Chemin Nicolas Austin Mago,Canada,127.0,nil,nil
1367,Auberge du Mont Orford,4.0,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Restaurant', 'Fitness Centre with Gym / Workout Room', 'Concierge', 'Hot Tub', 'Meeting rooms', 'Non-smoking hotel', 'Public Wifi', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Non-smoking rooms', 'Suites']",3159 Route 112 Ouest Magog Quebec,Canada,89.0,52.4760892,-71.8258668
1368,Auberge Jeunesse Magog-Orford Hostel,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Children Activities (Kid / Family Friendly)', 'Meeting rooms', 'Non-smoking hotel', 'Self-Serve Laundry', 'Wheelchair Access', 'Microwave', 'Refrigerator in room', 'Accessible rooms', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms']",111 rue Merry Nord Magog Quebec,Canada,66.0,45.2760896,-72.1543772
1369,Auberge du Grand Lac,3.5,Very good,"['Free parking', 'Restaurant', 'Free High Speed Internet (WiFi)', 'Room service', 'Breakfast Available', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Public Wifi', 'Wheelchair Access', 'Air conditioning', 'Refrigerator in room', 'Accessible rooms', 'Family Rooms', 'Non-smoking rooms']",40 rue Merry Sud Magog Quebec,Canada,87.0,45.2660612,-72.155573
1370,La Maison Drew Bed and Breakfast,4.5,Excellent,"['Free High Speed Internet (WiFi)', 'Free parking', 'Restaurant', 'Spa', 'Concierge', 'Laundry Service', 'Meeting rooms', 'Non-smoking hotel', 'Air conditioning', 'Refrigerator in room', 'Family Rooms', 'Kitchenette']",206 rue Des Pins Magog Quebec,Canada,99.0,45.2672176,-72.1529603
1373,Comme Chez Soi,3.5,Very good,"['Free parking', 'Restaurant', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Air conditioning', 'Refrigerator in room', 'Non-smoking rooms']",3219 Rue Principale Ouest Magog Quebec,Canada,70.0,45.268414,-72.1583746
1390,Saga Resort,4.5,Excellent,"['Pool', 'Free parking', 'Free High Speed Internet (WiFi)', 'Children Activities (Kid / Family Friendly)', 'Heated pool', 'Hot Tub', 'Laundry Service', 'Non-smoking hotel', 'Outdoor pool', 'Public Wifi', 'Self-Serve Laundry', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Accessible rooms', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",88 Main St Wasaga Beach Ontario,Canada,88.0,44.5226549,-80.0160106
1391,Oasis By The Bay Vacation Resort,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Accessible rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",790 Mosley St Wasaga Beach Ontario,Canada,95.0,44.5029494826743,-80.0391599389054
1395,J&J Motel,3.5,Very good,"['Pool', 'Free parking', 'Free High Speed Internet (WiFi)', 'Children Activities (Kid / Family Friendly)', 'Non-smoking hotel', 'Outdoor pool', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Non-smoking rooms']",201 Main St Wasaga Beach Ontario,Canada,79.0,44.5230604888889,-80.0108242777778
1473,Homeport Apartment Hotel,4.0,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Business Centre with Internet Access', 'Concierge', 'Golf Course', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Self-Serve Laundry', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Kitchenette', 'Non-smoking rooms', 'Suites']",3 Wadland Cres St. John's Newfoundland and Labrador,Canada,110.0,47.5901722,-52.7086514
1474,Murray Premises Hotel,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Restaurant', 'Bar/Lounge', 'Breakfast included', 'Banquet Room', 'Business Centre with Internet Access', 'Concierge', 'Conference Facilities', 'Dry Cleaning', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Public Wifi', 'Wheelchair Access', 'Air conditioning', 'Refrigerator in room', 'Family Rooms', 'Non-smoking rooms', 'Suites']",Murray Premises 5 Beck's Cove St. John's Newfoundland and Labrador,Canada,140.0,53.8217327,-61.2295532
1475,JAG,4.5,Excellent,"['Free High Speed Internet (WiFi)', 'Room service', 'Restaurant', 'Bar/Lounge', 'Fitness Centre with Gym / Workout Room', 'Breakfast Available', 'Business Centre with Internet Access', 'Concierge', 'Dry Cleaning', 'Laundry Service', 'Meeting rooms', 'Non-smoking hotel', 'Public Wifi', 'Wheelchair Access', 'Air conditioning', 'Refrigerator in room', 'Family Rooms', 'Non-smoking rooms', 'Suites']",115 George St St. John's Newfoundland and Labrador,Canada,144.0,47.5616995,-52.7107733
1476,Fairfield Inn & Suites St. John's Newfoundland,4.5,Excellent,"['Free parking', 'Pool', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Fitness Centre with Gym / Workout Room', 'Banquet Room', 'Business Centre with Internet Access', 'Conference Facilities', 'Dry Cleaning', 'Heated pool', 'Indoor pool', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Public Wifi', 'Self-Serve Laundry', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Accessible rooms', 'Family Rooms', 'Non-smoking rooms', 'Suites']",199 Kenmount Rd St. John's Newfoundland and Labrador,Canada,105.0,47.5517056,-52.775504
1477,Sheraton Hotel Newfoundland,4.0,Very good,"['Pool', 'Restaurant', 'Fitness Centre with Gym / Workout Room', 'Room service', 'Bar/Lounge', 'Free High Speed Internet (WiFi)', 'Banquet Room', 'Breakfast Available', 'Concierge', 'Conference Facilities', 'Dry Cleaning', 'Heated pool', 'Hot Tub', 'Indoor pool', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Sauna', 'Wheelchair Access', 'Air conditioning', 'Refrigerator in room', 'Accessible rooms', 'Non-smoking rooms', 'Suites']",115 Cavendish Square St. John's Newfoundland and Labrador,Canada,125.0,47.5713111,-52.6999935386936
1478,Alt Hotel St. John's,4.5,Excellent,"['Free High Speed Internet (WiFi)', 'Fitness Centre with Gym / Workout Room', 'Banquet Room', 'Breakfast Available', 'Business Centre with Internet Access', 'Conference Facilities', 'Dry Cleaning', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Wheelchair Access', 'Air conditioning', 'Accessible rooms', 'Family Rooms', 'Non-smoking rooms']",125 Water St St. John's Newfoundland and Labrador,Canada,119.0,47.5572353,-52.7119146
1480,Holiday Inn Express & Suites St. John's Airport,4.5,Excellent,"['Pool', 'Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Fitness Centre with Gym / Workout Room', 'Banquet Room', 'Breakfast Available', 'Business Centre with Internet Access', 'Conference Facilities', 'Dry Cleaning', 'Golf Course', 'Heated pool', 'Indoor pool', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Self-Serve Laundry', 'Shuttle Bus Service', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Accessible rooms', 'Family Rooms', 'Non-smoking rooms', 'Suites']",5 Navigator Ave St. John's Newfoundland and Labrador,Canada,85.0,47.6124507,-52.7518382466975
1481,Delta Hotels by Marriott St. John's Conference Centre,4.0,Very good,"['Pool', 'Restaurant', 'Free High Speed Internet (WiFi)', 'Fitness Centre with Gym / Workout Room', 'Room service', 'Banquet Room', 'Breakfast Available', 'Concierge', 'Conference Facilities', 'Dry Cleaning', 'Heated pool', 'Hot Tub', 'Indoor pool', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Sauna', 'Wheelchair Access', 'Air conditioning', 'Family Rooms', 'Non-smoking rooms', 'Suites']",120 New Gower St St. John's Newfoundland and Labrador,Canada,130.0,47.55857175,-52.7144499363024
1484,Hampton Inn & Suites by Hilton St. John's Airport,4.5,Excellent,"['Pool', 'Free parking', 'Free High Speed Internet (WiFi)', 'Fitness Centre with Gym / Workout Room', 'Breakfast included', 'Airport transportation', 'Business Centre with Internet Access', 'Conference Facilities', 'Dry Cleaning', 'Heated pool', 'Indoor pool', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Self-Serve Laundry', 'Shuttle Bus Service', 'Wheelchair Access', 'Microwave', 'Family Rooms', 'Non-smoking rooms', 'Suites']",411 Stavanger Dr St. John's Newfoundland and Labrador,Canada,111.0,47.61378425,-52.70997720516
1485,At Wit's Inn,5.0,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Breakfast Available', 'Non-smoking hotel', 'Public Wifi', 'Family Rooms', 'Non-smoking rooms']",3 Gower St St. John's Newfoundland and Labrador,Canada,129.0,47.5698619,-52.7032526
1487,Comfort Inn Airport,4.0,Very good,"['Restaurant', 'Free parking', 'Room service', 'Breakfast included', 'Free High Speed Internet (WiFi)', 'Bar/Lounge', 'Fitness Centre with Gym / Workout Room', 'Airport transportation', 'Banquet Room', 'Breakfast Available', 'Business Centre with Internet Access', 'Conference Facilities', 'Dry Cleaning', 'Golf Course', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Sauna', 'Self-Serve Laundry', 'Shuttle Bus Service', 'Tennis Court', 'Wheelchair Access', 'Air conditioning', 'Family Rooms', 'Non-smoking rooms', 'Suites']",106 Airport Rd St. John's Newfoundland and Labrador,Canada,99.0,47.60623835,-52.741362042075
1493,Banberry House Bed and Breakfast,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Non-smoking hotel', 'Refrigerator in room', 'Non-smoking rooms']",116 Military Rd St. John's Newfoundland and Labrador,Canada,79.0,47.5674207,-52.7092267
1496,Capital Hotel,4.0,Very good,"['Restaurant', 'Free High Speed Internet (WiFi)', 'Fitness Centre with Gym / Workout Room', 'Room service', 'Free parking', 'Bar/Lounge', 'Banquet Room', 'Business Centre with Internet Access', 'Conference Facilities', 'Dry Cleaning', 'Laundry Service', 'Meeting rooms', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Wheelchair Access', 'Air conditioning', 'Refrigerator in room', 'Family Rooms', 'Non-smoking rooms', 'Suites']",208 Kenmount Rd St. John's Newfoundland and Labrador,Canada,99.0,47.5517056,-52.775504
1498,Bannerman Park Suites,4.5,Excellent,"['Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Public Wifi', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Kitchenette', 'Non-smoking rooms', 'Suites']",23 Rennie's Mill Rd St. John's Newfoundland and Labrador,Canada,129.0,47.5732797,-52.7102337
1499,Crossroads Inn & Suites,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Restaurant', 'Bar/Lounge', 'Business Centre with Internet Access', 'Laundry Service', 'Meeting rooms', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry', 'Wheelchair Access', 'Air conditioning', 'Minibar', 'Refrigerator in room', 'Kitchenette', 'Non-smoking rooms', 'Suites']",980 Kenmount Rd St. John's Newfoundland and Labrador,Canada,115.0,47.5290223,-52.8372493232859
1500,The Inn by Mallard Cottage,5.0,Excellent,"['Free High Speed Internet (WiFi)', 'Air conditioning']",1 & 5 Barrows Rd St. John's Newfoundland and Labrador,Canada,217.0,47.581541,-52.6766763
1501,Winsor House,5.0,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Breakfast Available', 'Golf Course', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Refrigerator in room', 'Family Rooms', 'Non-smoking rooms']",1 Forest Rd St. John's Newfoundland and Labrador,Canada,152.0,53.8217327,-61.2295532
1504,Monroe House Executive Guest House,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Bar/Lounge', 'Airport transportation', 'Banquet Room', 'Business Centre with Internet Access', 'Conference Facilities', 'Hot Tub', 'Meeting rooms', 'Non-smoking hotel', 'Public Wifi', 'Self-Serve Laundry', 'Wheelchair Access', 'Air conditioning', 'Refrigerator in room', 'Family Rooms', 'Non-smoking rooms', 'Suites']",8 Forest Rd St. John's Newfoundland and Labrador,Canada,99.0,47.5736584,-52.6999596
